,Artist,Title,Year,Highest position,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,duration_ms,primary_genre,genres,artist_image,artist_image_meta,album_image,album_image_meta
3372,Malando,Ole Guapa,1958,1440,1440,1898,1906,1658,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.263,9,-12.515,1,0.052000000000000005,0.472,0.7559999999999999,0.239,0.313,127.34,audio_features,4c5VrhbWs67YiZHYNCKArN,spotify:track:4c5VrhbWs67YiZHYNCKArN,https://api.spotify.com/v1/tracks/4c5VrhbWs67YiZHYNCKArN,167001,,,https://i.scdn.co/image/d5781b04e1b6901db2dc3160f0cb6471f63346e7,"{'height': 640, 'url': 'https://i.scdn.co/image/d5781b04e1b6901db2dc3160f0cb6471f63346e7', 'width': 640}",https://i.scdn.co/image/f8819db6df77ff8d9bfba74bf81405d6c9e33fad,"{'height': 640, 'url': 'https://i.scdn.co/image/f8819db6df77ff8d9bfba74bf81405d6c9e33fad', 'width': 640}"
3373,The Mamas and the Papas,Dedicated To The One I Love,1967,1433,1433,1659,1687,1659,0,1975,0,1797,0,0,1722,1769,0,0,0,0,0,0,0,0,0.436,0.452,7,-8.804,1,0.0309,0.7959999999999999,0.0,0.209,0.355,104.043,audio_features,1mFrjW8e8fuAOowlU3Q3Dr,spotify:track:1mFrjW8e8fuAOowlU3Q3Dr,https://api.spotify.com/v1/tracks/1mFrjW8e8fuAOowlU3Q3Dr,178733,rock,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",https://i.scdn.co/image/6fce95df71363a9432e4adc75765e2dae269430b,"{'height': 640, 'url': 'https://i.scdn.co/image/6fce95df71363a9432e4adc75765e2dae269430b', 'width': 640}",https://i.scdn.co/image/fc986cd1048dd572ab25ba243e7ef5f6b3b04241,"{'height': 640, 'url': 'https://i.scdn.co/image/fc986cd1048dd572ab25ba243e7ef5f6b3b04241', 'width': 640}"
3374,The Mamas and the Papas,I Saw Her Again,1966,1326,0,1326,2000,1977,0,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0.86,1,-5.976,0,0.0331,0.171,0.0309,0.235,0.894,121.715,audio_features,2UizutYVqaB33jCHbSoi0d,spotify:track:2UizutYVqaB33jCHbSoi0d,https://api.spotify.com/v1/tracks/2UizutYVqaB33jCHbSoi0d,193747,rock,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",https://i.scdn.co/image/6fce95df71363a9432e4adc75765e2dae269430b,"{'height': 640, 'url': 'https://i.scdn.co/image/6fce95df71363a9432e4adc75765e2dae269430b', 'width': 640}",https://i.scdn.co/image/79885f0dcf9aebfdf8279d65d79d4ef75234a618,"{'height': 640, 'url': 'https://i.scdn.co/image/79885f0dcf9aebfdf8279d65d79d4ef75234a618', 'width': 640}"
3375,The Mamas and the Papas,Twelve Thirty (young Girls Are Coming To The Canyon),1967,1219,0,1358,1219,1300,1980,1606,1710,1615,1871,1665,1556,1632,1949,0,0,0,0,0,0,0,0.5529999999999999,0.7120000000000001,1,-5.522,1,0.0288,0.322,0.0,0.35700000000000004,0.48,113.537,audio_features,2nmteiJeK6RAIGH3pL9Pmh,spotify:track:2nmteiJeK6RAIGH3pL9Pmh,https://api.spotify.com/v1/tracks/2nmteiJeK6RAIGH3pL9Pmh,206093,rock,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",https://i.scdn.co/image/6fce95df71363a9432e4adc75765e2dae269430b,"{'height': 640, 'url': 'https://i.scdn.co/image/6fce95df71363a9432e4adc75765e2dae269430b', 'width': 640}",https://i.scdn.co/image/77eb7c17cafe5503b0c65234b32db56c9be74886,"{'height': 640, 'url': 'https://i.scdn.co/image/77eb7c17cafe5503b0c65234b32db56c9be74886', 'width': 640}"
3376,Manfred Mann,Do Wah Diddy Diddy,1964,1643,1643,1929,1966,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6609999999999999,0.557,4,-8.244,1,0.049,0.262,0.0,0.0557,0.957,125.445,audio_features,7gEpTMp9MQc1uJwivtL37R,spotify:track:7gEpTMp9MQc1uJwivtL37R,https://api.spotify.com/v1/tracks/7gEpTMp9MQc1uJwivtL37R,143400,rock,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",https://i.scdn.co/image/c06b9e6723a6ec5be9ac73454ef807e3e3e1f27f,"{'height': 935, 'url': 'https://i.scdn.co/image/c06b9e6723a6ec5be9ac73454ef807e3e3e1f27f', 'width': 1000}",https://i.scdn.co/image/247af6919bd34207f4d8827001da98203a22cc6e,"{'height': 640, 'url': 'https://i.scdn.co/image/247af6919bd34207f4d8827001da98203a22cc6e', 'width': 640}"
3377,Manfred Mann,Ha! Ha! Said The Clown,1967,1240,1240,1666,1290,1491,1534,1880,1867,1791,0,1909,1844,0,0,0,0,0,0,0,0,0,0.568,0.605,2,-9.521,1,0.0296,0.102,1.11e-05,0.3670000000000001,0.8690000000000001,145.22899999999996,audio_features,1MxTSrkGx5PvAX5aQKndmz,spotify:track:1MxTSrkGx5PvAX5aQKndmz,https://api.spotify.com/v1/tracks/1MxTSrkGx5PvAX5aQKndmz,149107,rock,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",https://i.scdn.co/image/c06b9e6723a6ec5be9ac73454ef807e3e3e1f27f,"{'height': 935, 'url': 'https://i.scdn.co/image/c06b9e6723a6ec5be9ac73454ef807e3e3e1f27f', 'width': 1000}",https://i.scdn.co/image/e04dbdb5ede07f8315b39a6bf04deee23ed7adc2,"{'height': 635, 'url': 'https://i.scdn.co/image/e04dbdb5ede07f8315b39a6bf04deee23ed7adc2', 'width': 640}"
3378,Manfred Mann,Pretty Flamingo,1966,1627,1890,1899,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5529999999999999,0.594,7,-9.03,1,0.0279,0.114,0.0,0.743,0.841,113.506,audio_features,1UgKjjafmYDSgJ66NbIcBV,spotify:track:1UgKjjafmYDSgJ66NbIcBV,https://api.spotify.com/v1/tracks/1UgKjjafmYDSgJ66NbIcBV,150107,rock,"['brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",https://i.scdn.co/image/c06b9e6723a6ec5be9ac73454ef807e3e3e1f27f,"{'height': 935, 'url': 'https://i.scdn.co/image/c06b9e6723a6ec5be9ac73454ef807e3e3e1f27f', 'width': 1000}",https://i.scdn.co/image/918f2b446a5f1099e667ff283679e06c18b26151,"{'height': 640, 'url': 'https://i.scdn.co/image/918f2b446a5f1099e667ff283679e06c18b26151', 'width': 640}"
3379,Manfred Mann's Earth Band,Davy's On The Road Again,1978,657,852,820,657,848,1060,1149,1202,1308,1915,1298,1100,972,1340,1847,1625,1527,1786,1933,1890,0,0.335,0.685,7,-12.890999999999998,1,0.0714,0.276,0.000164,0.908,0.269,134.784,audio_features,0jDZ3P4LFKO59BfDhSrFSU,spotify:track:0jDZ3P4LFKO59BfDhSrFSU,https://api.spotify.com/v1/tracks/0jDZ3P4LFKO59BfDhSrFSU,354933,rock,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'rock', 'symphonic rock']",https://i.scdn.co/image/43e2b884e693ec6445077048755d9af01050d1b2,"{'height': 1041, 'url': 'https://i.scdn.co/image/43e2b884e693ec6445077048755d9af01050d1b2', 'width': 1000}",https://i.scdn.co/image/7db241ded9bb0b8db966164c292eb146141b4390,"{'height': 640, 'url': 'https://i.scdn.co/image/7db241ded9bb0b8db966164c292eb146141b4390', 'width': 640}"
3380,Manfred Mann's Earth Band,"Father Of Day, Father Of Night",1974,1254,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0.422,9,-12.045,0,0.0384,0.163,0.00534,0.0213,0.0701,121.709,audio_features,2y7EDWs3GAqhl6iVbWWhap,spotify:track:2y7EDWs3GAqhl6iVbWWhap,https://api.spotify.com/v1/tracks/2y7EDWs3GAqhl6iVbWWhap,595200,rock,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'rock', 'symphonic rock']",https://i.scdn.co/image/43e2b884e693ec6445077048755d9af01050d1b2,"{'height': 1041, 'url': 'https://i.scdn.co/image/43e2b884e693ec6445077048755d9af01050d1b2', 'width': 1000}",https://i.scdn.co/image/49cf55eca3a79ee9dd0cd1ae61de731b0ca14331,"{'height': 640, 'url': 'https://i.scdn.co/image/49cf55eca3a79ee9dd0cd1ae61de731b0ca14331', 'width': 640}"
3381,The Manhattan Transfer,Chanson D'amour,1976,1156,1156,0,1933,1242,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0.303,10,-17.04,1,0.0264,0.0237,0.000308,0.17,0.5660000000000001,99.359,audio_features,477ZS8JpUEMuitVoJJmtcI,spotify:track:477ZS8JpUEMuitVoJJmtcI,https://api.spotify.com/v1/tracks/477ZS8JpUEMuitVoJJmtcI,173280,adult standards,"['a cappella', 'adult standards', 'christmas', 'lounge', 'vocal jazz']",https://i.scdn.co/image/52705234c1cc2a1b07f70128aa189e8aab8be650,"{'height': 640, 'url': 'https://i.scdn.co/image/52705234c1cc2a1b07f70128aa189e8aab8be650', 'width': 640}",https://i.scdn.co/image/0f7e62f8e82cf5966dd74c283ef7e261165291a8,"{'height': 640, 'url': 'https://i.scdn.co/image/0f7e62f8e82cf5966dd74c283ef7e261165291a8', 'width': 640}"
3382,The Manhattans,Kiss And Say Goodbye,1976,1334,1334,1562,1812,1892,1454,1602,1565,1921,1818,1694,1893,1724,0,0,0,0,0,0,0,0,0.5870000000000001,0.376,10,-13.52,1,0.0634,0.399,2.8e-06,0.156,0.655,129.19899999999998,audio_features,4GBq8IPJieQyxwpHfLCxAx,spotify:track:4GBq8IPJieQyxwpHfLCxAx,https://api.spotify.com/v1/tracks/4GBq8IPJieQyxwpHfLCxAx,265627,disco,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",https://i.scdn.co/image/3a8323c9c283010471fdaaed12f883e8724f0d6b,"{'height': 1000, 'url': 'https://i.scdn.co/image/3a8323c9c283010471fdaaed12f883e8724f0d6b', 'width': 1000}",https://i.scdn.co/image/cd24be0e20f69c3ba18e9c0a4844f3b91877cc13,"{'height': 640, 'url': 'https://i.scdn.co/image/cd24be0e20f69c3ba18e9c0a4844f3b91877cc13', 'width': 640}"
3383,Marbles,Only One Woman,1968,1491,1491,1625,1539,1795,1680,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0.495,5,-9.886,1,0.0319,0.481,9.73e-06,0.209,0.265,75.917,audio_features,725gaZT2pzZdi2YgSYx8vG,spotify:track:725gaZT2pzZdi2YgSYx8vG,https://api.spotify.com/v1/tracks/725gaZT2pzZdi2YgSYx8vG,160187,,,https://i.scdn.co/image/7c69d6b7ebe351750a29a2941ae5dc0124afe6ab,"{'height': 640, 'url': 'https://i.scdn.co/image/7c69d6b7ebe351750a29a2941ae5dc0124afe6ab', 'width': 640}",https://i.scdn.co/image/096bc06dd450c3ebb028cbf89249140b7de567c6,"{'height': 574, 'url': 'https://i.scdn.co/image/096bc06dd450c3ebb028cbf89249140b7de567c6', 'width': 640}"
3384,Marbles,The Walls Fell Down,1969,1858,1858,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.632,2,-7.922999999999999,1,0.0303,0.0175,1.07e-05,0.26,0.564,70.68,audio_features,7qiOl3Kxw8IqCG4ezBsBVJ,spotify:track:7qiOl3Kxw8IqCG4ezBsBVJ,https://api.spotify.com/v1/tracks/7qiOl3Kxw8IqCG4ezBsBVJ,176493,,,https://i.scdn.co/image/7c69d6b7ebe351750a29a2941ae5dc0124afe6ab,"{'height': 640, 'url': 'https://i.scdn.co/image/7c69d6b7ebe351750a29a2941ae5dc0124afe6ab', 'width': 640}",https://i.scdn.co/image/4cfe6d6b0d5416f6c0426958e2572a700d3ce850,"{'height': 640, 'url': 'https://i.scdn.co/image/4cfe6d6b0d5416f6c0426958e2572a700d3ce850', 'width': 640}"
3385,Marcels,Blue Moon,1961,1482,1482,0,1834,1914,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0.4320000000000001,7,-11.132,1,0.0344,0.6559999999999999,0.0,0.0785,0.935,127.69,audio_features,42ojLX3UYsp4XhaX0sx29E,spotify:track:42ojLX3UYsp4XhaX0sx29E,https://api.spotify.com/v1/tracks/42ojLX3UYsp4XhaX0sx29E,138360,pop,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",https://i.scdn.co/image/a5544228b0ec1a6346c23c8ea227c72ee22a39a8,"{'height': 564, 'url': 'https://i.scdn.co/image/a5544228b0ec1a6346c23c8ea227c72ee22a39a8', 'width': 887}",https://i.scdn.co/image/93e8c69e19dadeefbbd271f96c611da8a646ec30,"{'height': 640, 'url': 'https://i.scdn.co/image/93e8c69e19dadeefbbd271f96c611da8a646ec30', 'width': 640}"
3386,Marco Borsato,Je Hoeft Niet Naar Huis Vannacht,1995,615,0,0,0,0,0,615,939,880,1189,1099,785,0,0,0,0,0,0,0,0,0,0.602,0.833,4,-5.362,1,0.0424,0.115,0.0,0.527,0.527,147.994,audio_features,6nedwpCwEnteMfNdiBFqZi,spotify:track:6nedwpCwEnteMfNdiBFqZi,https://api.spotify.com/v1/tracks/6nedwpCwEnteMfNdiBFqZi,207533,rock,"['dutch cabaret', 'dutch pop', 'dutch rock']",https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c,"{'height': 640, 'url': 'https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c', 'width': 640}",https://i.scdn.co/image/d0d7c507a55ebde3dd95ed1c7c4f66b6f43996ca,"{'height': 634, 'url': 'https://i.scdn.co/image/d0d7c507a55ebde3dd95ed1c7c4f66b6f43996ca', 'width': 640}"
3387,Marco Borsato,Stop De Tijd,2008,348,0,0,0,0,0,0,0,0,0,0,348,0,1607,0,0,0,0,0,0,0,0.54,0.34600000000000003,0,-9.011,1,0.0327,0.413,7.25e-06,0.141,0.235,128.912,audio_features,0Q6PoJX8JWndVLcJnM1BLX,spotify:track:0Q6PoJX8JWndVLcJnM1BLX,https://api.spotify.com/v1/tracks/0Q6PoJX8JWndVLcJnM1BLX,282427,rock,"['dutch cabaret', 'dutch pop', 'dutch rock']",https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c,"{'height': 640, 'url': 'https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c', 'width': 640}",https://i.scdn.co/image/736f6165ba186808ef2f605ce55bd594b78b3e8c,"{'height': 635, 'url': 'https://i.scdn.co/image/736f6165ba186808ef2f605ce55bd594b78b3e8c', 'width': 640}"
3388,Marco Borsato,Waterkant,2010,1629,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,0,0,0,0,0,0,0.315,0.33,11,-10.162,1,0.0291,0.765,0.000265,0.219,0.253,131.865,audio_features,1JVbRQry4xdZ4c5gBqD5EB,spotify:track:1JVbRQry4xdZ4c5gBqD5EB,https://api.spotify.com/v1/tracks/1JVbRQry4xdZ4c5gBqD5EB,228480,rock,"['dutch cabaret', 'dutch pop', 'dutch rock']",https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c,"{'height': 640, 'url': 'https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c', 'width': 640}",https://i.scdn.co/image/9ba16d8d848c3479b8097aea719c71bb1dfefac0,"{'height': 634, 'url': 'https://i.scdn.co/image/9ba16d8d848c3479b8097aea719c71bb1dfefac0', 'width': 640}"
3389,Marco Borsato,Wit Licht,2008,865,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,1648,0,0,0,0.55,0.929,2,-4.203,1,0.126,0.0113,5.870000000000001e-05,0.192,0.34,145.97799999999995,audio_features,7cfuzmrZEPkNW8O2QbWtRb,spotify:track:7cfuzmrZEPkNW8O2QbWtRb,https://api.spotify.com/v1/tracks/7cfuzmrZEPkNW8O2QbWtRb,245547,rock,"['dutch cabaret', 'dutch pop', 'dutch rock']",https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c,"{'height': 640, 'url': 'https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c', 'width': 640}",https://i.scdn.co/image/736f6165ba186808ef2f605ce55bd594b78b3e8c,"{'height': 635, 'url': 'https://i.scdn.co/image/736f6165ba186808ef2f605ce55bd594b78b3e8c', 'width': 640}"
3390,Marco Borsato & Do,Voorbij,2004,890,0,0,0,0,0,0,0,0,1223,0,890,0,0,0,0,0,0,0,0,0,0.53,0.438,9,-9.524,1,0.0292,0.314,0.0,0.175,0.17,120.048,audio_features,5dOov14V6FD3sEjDZMiRS6,spotify:track:5dOov14V6FD3sEjDZMiRS6,https://api.spotify.com/v1/tracks/5dOov14V6FD3sEjDZMiRS6,246000,rock,"['dutch cabaret', 'dutch pop', 'dutch rock']",https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c,"{'height': 640, 'url': 'https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c', 'width': 640}",https://i.scdn.co/image/dd100ae7e74c63a4e7223ea59693dcb6f3d157f6,"{'height': 640, 'url': 'https://i.scdn.co/image/dd100ae7e74c63a4e7223ea59693dcb6f3d157f6', 'width': 461}"
3391,Marco Borsato & Lucie Silvas,Everytime I Think Of You,2006,784,0,0,0,0,0,0,0,0,784,0,1010,0,0,0,0,0,0,0,0,0,0.341,0.7559999999999999,0,-3.552,1,0.0376,0.0504,0.0447,0.487,0.254,121.22,audio_features,04VqavK8sSA6GzseLkSi8p,spotify:track:04VqavK8sSA6GzseLkSi8p,https://api.spotify.com/v1/tracks/04VqavK8sSA6GzseLkSi8p,248082,rock,"['dutch cabaret', 'dutch pop', 'dutch rock']",https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c,"{'height': 640, 'url': 'https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c', 'width': 640}",https://i.scdn.co/image/f319f3759ed8307ec98dcd1d91cef31ea28f6fb1,"{'height': 640, 'url': 'https://i.scdn.co/image/f319f3759ed8307ec98dcd1d91cef31ea28f6fb1', 'width': 637}"
3392,Marco Borsato & Trijntje Oosterhuis,Ik Zou Het Zo Weer Overdoen,2013,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,1570,0,0,0,0.34600000000000003,0.474,9,-7.632999999999999,1,0.0339,0.486,0.0,0.222,0.115,68.118,audio_features,7fRx3YuGwcXoYga8uyO6HI,spotify:track:7fRx3YuGwcXoYga8uyO6HI,https://api.spotify.com/v1/tracks/7fRx3YuGwcXoYga8uyO6HI,248907,rock,"['dutch cabaret', 'dutch pop', 'dutch rock']",https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c,"{'height': 640, 'url': 'https://i.scdn.co/image/8a259ca7b3a6372c23143032675dda344c78517c', 'width': 640}",https://i.scdn.co/image/03fc6c069c5d48f25081b3dc127031372ab7a07a,"{'height': 640, 'url': 'https://i.scdn.co/image/03fc6c069c5d48f25081b3dc127031372ab7a07a', 'width': 640}"
3393,Margaret Singana,We Are Growing (shaka Zulu),1989,1878,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0.7509999999999999,9,-9.325,0,0.0334,0.482,0.0,0.0365,0.897,106.643,audio_features,6gXxgqUXfLRi8wWfRUyZle,spotify:track:6gXxgqUXfLRi8wWfRUyZle,https://api.spotify.com/v1/tracks/6gXxgqUXfLRi8wWfRUyZle,250200,,,https://i.scdn.co/image/7c7d16c1e7dd236676772ff1f848921dfdb34c36,"{'height': 640, 'url': 'https://i.scdn.co/image/7c7d16c1e7dd236676772ff1f848921dfdb34c36', 'width': 640}",https://i.scdn.co/image/7c7d16c1e7dd236676772ff1f848921dfdb34c36,"{'height': 640, 'url': 'https://i.scdn.co/image/7c7d16c1e7dd236676772ff1f848921dfdb34c36', 'width': 640}"
3394,Margriet Eshuijs Band,Black Pearl,1982,823,823,910,1234,1360,1633,1498,1373,1260,1502,1382,1643,1374,1727,1777,0,0,0,0,0,0,0.747,0.506,2,-13.038,0,0.028,0.0184,0.00671,0.0707,0.794,118.076,audio_features,0dOP9KgerocyNXenyc8mNu,spotify:track:0dOP9KgerocyNXenyc8mNu,https://api.spotify.com/v1/tracks/0dOP9KgerocyNXenyc8mNu,329073,,,https://i.scdn.co/image/66ca2142d554330b2e81e5ecd7e9db49710a11f9,"{'height': 640, 'url': 'https://i.scdn.co/image/66ca2142d554330b2e81e5ecd7e9db49710a11f9', 'width': 640}",https://i.scdn.co/image/66ca2142d554330b2e81e5ecd7e9db49710a11f9,"{'height': 640, 'url': 'https://i.scdn.co/image/66ca2142d554330b2e81e5ecd7e9db49710a11f9', 'width': 640}"
3395,Maria McKee,Show Me Heaven,1990,1291,1291,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0.517,8,-8.525,1,0.0257,0.0998,0.000405,0.0668,0.5,155.803,audio_features,61ZGze3uwveGyQudkf7lAJ,spotify:track:61ZGze3uwveGyQudkf7lAJ,https://api.spotify.com/v1/tracks/61ZGze3uwveGyQudkf7lAJ,228893,,,https://i.scdn.co/image/46d59c767cd016d85f10a251331ee1e34d997917,"{'height': 1135, 'url': 'https://i.scdn.co/image/46d59c767cd016d85f10a251331ee1e34d997917', 'width': 1000}",https://i.scdn.co/image/a31e7b3c2206177045833699ae94f0ce077eb950,"{'height': 640, 'url': 'https://i.scdn.co/image/a31e7b3c2206177045833699ae94f0ce077eb950', 'width': 640}"
3396,Maria Mena,All This Time,2008,1179,0,0,0,0,0,0,0,0,0,0,1179,1521,1274,1425,1334,0,0,0,0,0,0.579,0.456,6,-7.502000000000002,1,0.0331,0.6659999999999999,0.00049,0.0674,0.364,133.031,audio_features,3gmffaPWGIlIm6EUfWzMdw,spotify:track:3gmffaPWGIlIm6EUfWzMdw,https://api.spotify.com/v1/tracks/3gmffaPWGIlIm6EUfWzMdw,191507,neo mellow,"['candy pop', 'folk-pop', 'lilith', 'neo mellow', 'norwegian pop']",https://i.scdn.co/image/5f66cfc3c3286dd779673fbf93d889eeb0d4ee22,"{'height': 1000, 'url': 'https://i.scdn.co/image/5f66cfc3c3286dd779673fbf93d889eeb0d4ee22', 'width': 1000}",https://i.scdn.co/image/a0c6e6cf0418e9f5ee6a5d5ff564c2e453acd0e8,"{'height': 640, 'url': 'https://i.scdn.co/image/a0c6e6cf0418e9f5ee6a5d5ff564c2e453acd0e8', 'width': 640}"
3397,Maria Mena,I'm In Love,2009,1422,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,0,0,0,0,0.644,0.409,3,-8.82,1,0.0327,0.5720000000000001,3.54e-05,0.134,0.301,82.90700000000002,audio_features,5tZVRaXUcFeBTtikl2L5ui,spotify:track:5tZVRaXUcFeBTtikl2L5ui,https://api.spotify.com/v1/tracks/5tZVRaXUcFeBTtikl2L5ui,178587,neo mellow,"['candy pop', 'folk-pop', 'lilith', 'neo mellow', 'norwegian pop']",https://i.scdn.co/image/5f66cfc3c3286dd779673fbf93d889eeb0d4ee22,"{'height': 1000, 'url': 'https://i.scdn.co/image/5f66cfc3c3286dd779673fbf93d889eeb0d4ee22', 'width': 1000}",https://i.scdn.co/image/a0c6e6cf0418e9f5ee6a5d5ff564c2e453acd0e8,"{'height': 640, 'url': 'https://i.scdn.co/image/a0c6e6cf0418e9f5ee6a5d5ff564c2e453acd0e8', 'width': 640}"
3398,Maria Mena,Just Hold Me,2006,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861,1815,0,0,0,0.606,0.476,9,-6.2410000000000005,0,0.0236,0.251,0.0,0.101,0.276,91.041,audio_features,7IPMUKKlLQEBuKVhNzwTR1,spotify:track:7IPMUKKlLQEBuKVhNzwTR1,https://api.spotify.com/v1/tracks/7IPMUKKlLQEBuKVhNzwTR1,264760,neo mellow,"['candy pop', 'folk-pop', 'lilith', 'neo mellow', 'norwegian pop']",https://i.scdn.co/image/5f66cfc3c3286dd779673fbf93d889eeb0d4ee22,"{'height': 1000, 'url': 'https://i.scdn.co/image/5f66cfc3c3286dd779673fbf93d889eeb0d4ee22', 'width': 1000}",https://i.scdn.co/image/ee25bba4c09f332d87cd9700f375a160b84cd539,"{'height': 634, 'url': 'https://i.scdn.co/image/ee25bba4c09f332d87cd9700f375a160b84cd539', 'width': 640}"
3399,Mariah Carey,Hero,1993,487,487,0,1496,1567,1875,1548,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.17800000000000002,119.987,audio_features,4FCb4CUbFCMNRkI6lYc1zI,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,https://api.spotify.com/v1/tracks/4FCb4CUbFCMNRkI6lYc1zI,257733,pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",https://i.scdn.co/image/1dbdc3d7ad81455c46f26b820950a00795430ea0,"{'height': 640, 'url': 'https://i.scdn.co/image/1dbdc3d7ad81455c46f26b820950a00795430ea0', 'width': 640}",https://i.scdn.co/image/676275b41e19de3048fddfb72937ec0db13c58d7,"{'height': 640, 'url': 'https://i.scdn.co/image/676275b41e19de3048fddfb72937ec0db13c58d7', 'width': 640}"
3400,Mariah Carey,I'll Be There,1992,789,789,1033,0,0,0,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0.505,5,-9.516,1,0.0308,0.7020000000000001,0.0,0.926,0.303,81.97,audio_features,5eEP8P8pKBOm15zJAwl7H9,spotify:track:5eEP8P8pKBOm15zJAwl7H9,https://api.spotify.com/v1/tracks/5eEP8P8pKBOm15zJAwl7H9,263933,pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",https://i.scdn.co/image/1dbdc3d7ad81455c46f26b820950a00795430ea0,"{'height': 640, 'url': 'https://i.scdn.co/image/1dbdc3d7ad81455c46f26b820950a00795430ea0', 'width': 640}",https://i.scdn.co/image/6f6c04874dd74ad81a3a4a027040beefe92851be,"{'height': 640, 'url': 'https://i.scdn.co/image/6f6c04874dd74ad81a3a4a027040beefe92851be', 'width': 640}"
